rewrite,nbre_car
saint-servant,13,Saint-Servant
saint-thuriau,13,Saint-Thuriau
saint-tugdual,13,Saint-Tugdual
saint-vincent-sur-oust,22,Saint-Vincent-sur-Oust
sainte-anne-d-auray,19,Sainte-Anne-d'Auray
sainte-brigitte,15,Sainte-Brigitte
sainte-helene,13,Sainte-Hélène
sarzeau,7,Sarzeau
sauzon,6,Sauzon
seglien,7,Séglien
sene,4,Séné
serent,6,Sérent
silfiac,7,Silfiac
sulniac,7,Sulniac
surzur,6,Surzur
taupont,7,Taupont
thehillac,9,Théhillac
theix,5,Theix
treal,5,Tréal
tredion,7,Trédion
trefflean,9,Treffléan
trehorenteuc,12,Tréhorenteuc
vannes,6,Vannes
aboncourt,9,Aboncourt
aboncourt-sur-seille,20,Aboncourt-sur-Seille
abreschviller,13,Abreschviller
achain,6,Achain
achen,5,Achen
adaincourt,10,Adaincourt
adelange,8,Adelange
ajoncourt,9,Ajoncourt
alaincourt-la-cote,18,Alaincourt-la-Côte
albestroff,10,Albestroff
algrange,8,Algrange
alsting,7,Alsting
altrippe,8,Altrippe
altviller,9,Altviller
alzing,6,Alzing
amanvillers,11,Amanvillers
amelecourt,10,Amelécourt
amneville,9,Amnéville
ancerville,10,Ancerville
ancy-sur-moselle,16,Ancy-sur-Moselle
angevillers,11,Angevillers
antilly,7,Antilly
anzeling,8,Anzeling
apach,5,Apach
argancy,7,Argancy
arraincourt,11,Arraincourt
arriance,8,Arriance
arry,4,Arry
ars-laquenexy,13,Ars-Laquenexy
ars-sur-moselle,15,Ars-sur-Moselle
arzviller,9,Arzviller
aspach,6,Aspach
assenoncourt,12,Assenoncourt
attilloncourt,13,Attilloncourt
aube,4,Aube
audun-le-tiche,14,Audun-le-Tiche
augny,5,Augny
aulnois-sur-seille,18,Aulnois-sur-Seille
aumetz,6,Aumetz
avricourt,9,Avricourt
ay-sur-moselle,14,Ay-sur-Moselle
azoudange,9,Azoudange
bacourt,7,Bacourt
baerenthal,10,Baerenthal
bambiderstroff,14,Bambiderstroff
bannay,6,Bannay
barchain,8,Barchain
baronville,10,Baronville
barst,5,Barst
basse-ham,9,Basse-Ham
basse-rentgen,13,Basse-Rentgen
bassing,7,Bassing
baudrecourt,11,Baudrecourt
bazoncourt,10,Bazoncourt
bebing,6,Bébing
bechy,5,Béchy
behren-les-forbach,18,Behren-lès-Forbach
bellange,8,Bellange
belles-forets,13,Belles-Forêts
benestroff,10,Bénestroff
bening-les-saint-avold,22,Béning-lès-Saint-Avold
berg-sur-moselle,16,Berg-sur-Moselle
berig-vintrange,15,Bérig-Vintrange
berling,7,Berling
bermering,9,Bermering
berthelming,11,Berthelming
bertrange,9,Bertrange
berviller-en-moselle,20,Berviller-en-Moselle
bettange,8,Bettange
bettborn,8,Bettborn
bettelainville,14,Bettelainville
betting,7,Betting
bettviller,10,Bettviller
beux,4,Beux
beyren-les-sierck,17,Beyren-lès-Sierck
bezange-la-petite,17,Bezange-la-Petite
bibiche,7,Bibiche
bickenholtz,11,Bickenholtz
bidestroff,10,Bidestroff
biding,6,Biding
bining,6,Bining
bioncourt,9,Bioncourt
bionville-sur-nied,18,Bionville-sur-Nied
bisten-en-lorraine,18,Bisten-en-Lorraine
bistroff,8,Bistroff
bitche,6,Bitche
blanche-eglise,14,Blanche-Eglise
blies-ebersing,14,Blies-Ebersing
blies-guersviller,17,Blies-Guersviller
bliesbruck,10,Bliesbruck
boucheporn,10,Boucheporn
boulange,8,Boulange
boulay-moselle,14,Boulay-Moselle
bourdonnay,10,Bourdonnay
bourgaltroff,12,Bourgaltroff
bourscheid,10,Bourscheid
bousbach,8,Bousbach
bousse,6,Bousse
bousseviller,12,Bousseviller
boust,5,Boust
boustroff,9,Boustroff
bouzonville,11,Bouzonville
brehain,7,Bréhain
breidenbach,11,Breidenbach
breistroff-la-grande,20,Breistroff-la-Grande
brettnach,9,Brettnach
bronvaux,8,Bronvaux
brouck,6,Brouck
brouderdorff,12,Brouderdorff
brouviller,10,Brouviller
brulange,8,Brulange
buchy,5,Buchy
buding,6,Buding
budling,7,Budling
buhl-lorraine,13,Buhl-Lorraine
burlioncourt,12,Burlioncourt
burtoncourt,11,Burtoncourt
cappel,6,Cappel
carling,7,Carling
cattenom,8,Cattenom
chailly-les-ennery,18,Chailly-lès-Ennery
chambrey,8,Chambrey
chanville,9,Chanville
charleville-sous-bois,21,Charleville-sous-Bois
charly-oradour,14,Charly-Oradour
chateau-brehain,15,Château-Bréhain
chateau-rouge,13,Château-Rouge
chateau-salins,14,Château-Salins
chateau-voue,12,Château-Voué
chatel-saint-germain,20,Châtel-Saint-Germain
chemery-les-deux,16,Chémery-les-Deux
cheminot,8,Cheminot
chenois,7,Chenois
cherisey,8,Chérisey
chesny,6,Chesny
chicourt,8,Chicourt
chieulles,9,Chieulles
clouange,8,Clouange
cocheren,8,Cocheren
coin-les-cuvry,14,Coin-lès-Cuvry
coin-sur-seille,15,Coin-sur-Seille
coincy,6,Coincy
colligny,8,Colligny
colmen,6,Colmen
conde-northen,13,Condé-Northen
conthil,7,Conthil
contz-les-bains,15,Contz-les-Bains
corny-sur-moselle,17,Corny-sur-Moselle
coume,5,Coume
courcelles-chaussy,18,Courcelles-Chaussy
courcelles-sur-nied,19,Courcelles-sur-Nied
craincourt,10,Craincourt
crehange,8,Créhange
creutzwald,10,Creutzwald
cutting,7,Cutting
cuvry,5,Cuvry
dabo,4,Dabo
dalem,5,Dalem
dalhain,7,Dalhain
dalstein,8,Dalstein
danne-et-quatre-vents,21,Danne-et-Quatre-Vents
dannelbourg,11,Dannelbourg
delme,5,Delme
denting,7,Denting
desseling,9,Desseling
destry,6,Destry
diane-capelle,13,Diane-Capelle
diebling,8,Diebling
diesen,6,Diesen
dieuze,6,Dieuze
diffembach-les-hellimer,23,Diffembach-lès-Hellimer
distroff,8,Distroff
dolving,7,Dolving
domnom-les-dieuze,17,Domnom-lès-Dieuze
donjeux,7,Donjeux
donnelay,8,Donnelay
dornot,6,Dornot
ebersviller,11,Ebersviller
eblange,7,Eblange
eguelshardt,11,Eguelshardt
eincheville,11,Eincheville
elvange,7,Elvange
elzange,7,Elzange
enchenberg,10,Enchenberg
ennery,6,Ennery
entrange,8,Entrange
epping,6,Epping
erching,7,Erching
ernestviller,12,Ernestviller
erstroff,8,Erstroff
escherange,10,Escherange
etting,6,Etting
etzling,7,Etzling
evrange,7,Evrange
failly,6,Failly
falck,5,Falck
fameck,6,Fameck
farebersviller,14,Farébersviller
farschviller,12,Farschviller
faulquemont,11,Faulquemont
fenetrange,10,Fénétrange
feves,5,Fèves
fey,3,Féy
filstroff,9,Filstroff
fixem,5,Fixem
flastroff,9,Flastroff
fleisheim,9,Fleisheim
fletrange,9,Flétrange
fleury,6,Fleury
flevy,5,Flévy
flocourt,8,Flocourt
florange,8,Florange
folkling,8,Folkling
folschviller,12,Folschviller
fonteny,7,Fonteny
fontoy,6,Fontoy
forbach,7,Forbach
fossieux,8,Fossieux
foulcrey,8,Foulcrey
fouligny,8,Fouligny
foville,7,Foville
francaltroff,12,Francaltroff
fraquelfing,11,Fraquelfing
frauenberg,10,Frauenberg
freistroff,10,Freistroff
fremery,7,Frémery
fremestroff,11,Frémestroff
fresnes-en-saulnois,19,Fresnes-en-Saulnois
freybouse,9,Freybouse
freyming-merlebach,18,Freyming-Merlebach
fribourg,8,Fribourg
gandrange,9,Gandrange
garrebourg,10,Garrebourg
gavisse,7,Gavisse
gelucourt,9,Gelucourt
gerbecourt,10,Gerbécourt
givrycourt,10,Givrycourt
glatigny,8,Glatigny
goetzenbruck,12,Goetzenbruck
goin,4,Goin
gomelange,9,Gomelange
gondrexange,11,Gondrexange
gorze,5,Gorze
gosselming,10,Gosselming
gravelotte,10,Gravelotte
gremecey,8,Grémecey
grening,7,Gréning
grindorff-bizing,16,Grindorff-Bizing
gros-rederching,15,Gros-Réderching
grosbliederstroff,17,Grosbliederstroff
grostenquin,11,Grostenquin
grundviller,11,Grundviller
guebenhouse,11,Guebenhouse
guebestroff,11,Guébestroff
gueblange-les-dieuze,20,Guéblange-lès-Dieuze
guebling,8,Guébling
guenange,8,Guénange
guenviller,10,Guenviller
guermange,9,Guermange
guerstling,10,Guerstling
guerting,8,Guerting
guessling-hemering,18,Guessling-Hémering
guinglange,10,Guinglange
guinkirchen,11,Guinkirchen
guinzeling,10,Guinzeling
guntzviller,11,Guntzviller
haboudange,10,Haboudange
hagen,5,Hagen
hagondange,10,Hagondange
hallering,9,Hallering
halstroff,9,Halstroff
ham-sous-varsberg,17,Ham-sous-Varsberg
hambach,7,Hambach
hampont,7,Hampont
han-sur-nied,12,Han-sur-Nied
hangviller,10,Hangviller
hannocourt,10,Hannocourt
hanviller,9,Hanviller
haraucourt-sur-seille,21,Haraucourt-sur-Seille
hargarten-aux-mines,19,Hargarten-aux-Mines
harprich,8,Harprich
harreberg,9,Harreberg
hartzviller,11,Hartzviller
haselbourg,10,Haselbourg
haspelschiedt,13,Haspelschiedt
hattigny,8,Hattigny
hauconcourt,11,Hauconcourt
haut-clocher,12,Haut-Clocher
haute-kontz,11,Haute-Kontz
haute-vigneulles,16,Haute-Vigneulles
havange,7,Havange
hayange,7,Hayange
hayes,5,Hayes
hazembourg,10,Hazembourg
heining-les-bouzonville,23,Heining-lès-Bouzonville
hellering-les-fenetrange,24,Hellering-lès-Fénétrange
hellimer,8,Hellimer
helstroff,9,Helstroff
hemilly,7,Hémilly
heming,6,Héming
henridorff,10,Henridorff
henriville,10,Henriville
herange,7,Hérange
hermelange,10,Hermelange
herny,5,Herny
hertzing,8,Hertzing
hesse,5,Hesse
hestroff,8,Hestroff
hettange-grande,15,Hettange-Grande
hilbesheim,10,Hilbesheim
hilsprich,9,Hilsprich
hinckange,9,Hinckange
holacourt,9,Holacourt
holling,7,Holling
holving,7,Holving
hombourg-budange,16,Hombourg-Budange
hombourg-haut,13,Hombourg-Haut
hommarting,10,Hommarting
hommert,7,Hommert
honskirch,9,Honskirch
hoste,5,Hoste
hottviller,10,Hottviller
hultehouse,10,Hultehouse
hundling,8,Hundling
hunting,7,Hunting
ibigny,6,Ibigny
illange,7,Illange
imling,6,Imling
inglange,8,Inglange
insming,7,Insming
insviller,9,Insviller
ippling,7,Ippling
jallaucourt,11,Jallaucourt
jouy-aux-arches,15,Jouy-aux-Arches
jury,4,Jury
jussy,5,Jussy
juvelize,8,Juvelize
juville,7,Juville
kalhausen,9,Kalhausen
kanfen,6,Kanfen
kappelkinger,12,Kappelkinger
kedange-sur-canner,18,Kédange-sur-Canner
kemplich,8,Kemplich
kerbach,7,Kerbach
kerling-les-sierck,18,Kerling-lès-Sierck
kerprich-aux-bois,17,Kerprich-aux-Bois
kirsch-les-sierck,17,Kirsch-lès-Sierck
kirschnaumen,12,Kirschnaumen
kirviller,9,Kirviller
klang,5,Klang
knutange,8,Knutange
koenigsmacker,13,Koenigsmacker
kuntzig,7,Kuntzig
l-hopital,9,L'Hôpital
la-maxe,7,"La Maxe"
lachambre,9,Lachambre
lafrimbolle,11,Lafrimbolle
lagarde,7,Lagarde
lambach,7,Lambach
landange,8,Landange
landroff,8,Landroff
laneuveville-en-saulnois,24,Laneuveville-en-Saulnois
laneuveville-les-lorquin,24,Laneuveville-lès-Lorquin
langatte,8,Langatte
languimberg,11,Languimberg
laning,6,Laning
laquenexy,9,Laquenexy
laudrefang,10,Laudrefang
laumesfeld,10,Laumesfeld
launstroff,10,Launstroff
le-ban-saint-martin,19,"Le Ban-Saint-Martin"
le-val-de-gueblange,19,"Le Val-de-Guéblange"
lelling,7,Lelling
lemberg,7,Lemberg
lemoncourt,10,Lemoncourt
lemud,5,Lemud
lengelsheim,11,Lengelsheim
lening,6,Léning
les-etangs,10,"Les Etangs"
lesse,5,Lesse
lessy,5,Lessy
ley,3,Ley
leyviller,9,Leyviller
lezey,5,Lezey
lhor,4,Lhor
lidrezing,9,Lidrezing
liederschiedt,13,Liederschiedt
liehon,6,Liéhon
lindre-basse,12,Lindre-Basse
lindre-haute,12,Lindre-Haute
liocourt,8,Liocourt
lixheim,7,Lixheim
lixing-les-rouhling,19,Lixing-lès-Rouhling
lixing-les-saint-avold,22,Lixing-lès-Saint-Avold
lommerange,10,Lommerange
longeville-les-metz,19,Longeville-lès-Metz
longeville-les-saint-avold,26,Longeville-lès-Saint-Avold
lorquin,7,Lorquin
lorry-les-metz,14,Lorry-lès-Metz
lorry-mardigny,14,Lorry-Mardigny
lostroff,8,Lostroff
loudrefing,10,Loudrefing
loupershouse,12,Loupershouse
loutzviller,11,Loutzviller
louvigny,8,Louvigny
lubecourt,9,Lubécourt
lucy,4,Lucy
luppy,5,Luppy
luttange,8,Luttange
lutzelbourg,11,Lutzelbourg
macheren,8,Macheren
mainvillers,11,Mainvillers
maizeroy,8,Maizeroy
maizery,7,Maizery
maizieres-les-metz,18,Maizières-lès-Metz
maizieres-les-vic,17,Maizières-lès-Vic
malaucourt-sur-seille,21,Malaucourt-sur-Seille
malling,7,Malling
malroy,6,Malroy
manderen,8,Manderen
manhoue,7,Manhoué
manom,5,Manom
many,4,Many
marange-silvange,16,Marange-Silvange
marange-zondrange,17,Marange-Zondrange
marieulles,10,Marieulles
marimont-les-benestroff,23,Marimont-lès-Bénestroff
marly,5,Marly
marsal,6,Marsal
marsilly,8,Marsilly
marthille,9,Marthille
maxstadt,8,Maxstadt
mecleuves,9,Mécleuves
megange,7,Mégange
meisenthal,10,Meisenthal
menskirch,9,Menskirch
merschweiller,13,Merschweiller
merten,6,Merten
metairies-saint-quirin,22,Métairies-Saint-Quirin
metting,7,Metting
metz,4,Metz
metzeresche,11,Metzeresche
metzervisse,11,Metzervisse
metzing,7,Metzing
mey,3,Mey
mittelbronn,11,Mittelbronn
mittersheim,11,Mittersheim
molring,7,Molring
momerstroff,11,Momerstroff
moncheux,8,Moncheux
moncourt,8,Moncourt
mondelange,10,Mondelange
mondorff,8,Mondorff
monneren,8,Monneren
montbronn,9,Montbronn
montdidier,10,Montdidier
montenach,9,Montenach
montigny-les-metz,17,Montigny-lès-Metz
montois-la-montagne,19,Montois-la-Montagne
montoy-flanville,16,Montoy-Flanville
morhange,8,Morhange
morsbach,8,Morsbach
morville-les-vic,16,Morville-lès-Vic
morville-sur-nied,17,Morville-sur-Nied
moulins-les-metz,16,Moulins-lès-Metz
moussey,7,Moussey
mouterhouse,11,Mouterhouse
moyenvic,8,Moyenvic
moyeuvre-grande,15,Moyeuvre-Grande
moyeuvre-petite,15,Moyeuvre-Petite
mulcey,6,Mulcey
munster,7,Munster
narbefontaine,13,Narbéfontaine
nebing,6,Nébing
nelling,7,Nelling
neufchef,8,Neufchef
neufgrange,10,Neufgrange
neufmoulins,11,Neufmoulins
neufvillage,11,Neufvillage
neunkirchen-les-bouzonville,27,Neunkirchen-lès-Bouzonville
niderhoff,9,Niderhoff
niderviller,11,Niderviller
niederstinzel,13,Niederstinzel
niedervisse,11,Niedervisse
nilvange,8,Nilvange
nitting,7,Nitting
noisseville,11,Noisseville
norroy-le-veneur,16,Norroy-le-Veneur
nouilly,7,Nouilly
nousseviller-les-bitche,23,Nousseviller-lès-Bitche
nousseviller-saint-nabor,24,Nousseviller-Saint-Nabor
noveant-sur-moselle,19,Novéant-sur-Moselle
oberdorff,9,Oberdorff
obergailbach,12,Obergailbach
oberstinzel,11,Oberstinzel
obervisse,9,Obervisse
obreck,6,Obreck
oeting,6,Oeting
ogy,3,Ogy
ommeray,7,Ommeray
oriocourt,9,Oriocourt
ormersviller,12,Ormersviller
orny,4,Orny
oron,4,Oron
ottange,7,Ottange
ottonville,10,Ottonville
oudrenne,8,Oudrenne
pagny-les-goin,14,Pagny-lès-Goin
pange,5,Pange
peltre,6,Peltre
petit-rederching,16,Petit-Réderching
petit-tenquin,13,Petit-Tenquin
petite-rosselle,15,Petite-Rosselle
pettoncourt,11,Pettoncourt
pevange,7,Pévange
phalsbourg,10,Phalsbourg
philippsbourg,13,Philippsbourg
piblange,8,Piblange
pierrevillers,13,Pierrevillers
plaine-de-walsch,16,Plaine-de-Walsch
plappeville,11,Plappeville
plesnois,8,Plesnois
pommerieux,10,Pommérieux
pontoy,6,Pontoy
pontpierre,10,Pontpierre
porcelette,10,Porcelette
postroff,8,Postroff
pouilly,7,Pouilly
pournoy-la-chetive,18,Pournoy-la-Chétive
pournoy-la-grasse,17,Pournoy-la-Grasse
prevocourt,10,Prévocourt
puttelange-aux-lacs,19,Puttelange-aux-Lacs
puttelange-les-thionville,25,Puttelange-lès-Thionville
puttigny,8,Puttigny
puzieux,7,Puzieux
racrange,8,Racrange
rahling,7,Rahling
ranguevaux,10,Ranguevaux
raville,7,Raville
rechicourt-le-chateau,21,Réchicourt-le-Château
redange,7,Rédange
reding,6,Réding
remelfang,9,Rémelfang
remelfing,9,Rémelfing
remeling,8,Rémeling
remering,8,Rémering
remering-les-puttelange,23,Rémering-lès-Puttelange
remilly,7,Rémilly
rening,6,Réning
retonfey,8,Retonféy
rettel,6,Rettel
reyersviller,12,Reyersviller
rezonville,10,Rezonville
rhodes,6,Rhodes
riche,5,Riche
richeling,9,Richeling
richemont,9,Richemont
richeval,8,Richeval
rimling,7,Rimling
ritzing,7,Ritzing
rochonvillers,13,Rochonvillers
rodalbe,7,Rodalbe
rodemack,8,Rodemack
rohrbach-les-bitche,19,Rohrbach-lès-Bitche
rolbing,7,Rolbing
rombas,6,Rombas
romelfing,9,Romelfing
roncourt,8,Roncourt
roppeviller,11,Roppeviller
rorbach-les-dieuze,18,Rorbach-lès-Dieuze
rosbruck,8,Rosbruck
rosselange,10,Rosselange
rouhling,8,Rouhling
roupeldange,11,Roupeldange
roussy-le-village,17,Roussy-le-Village
rozerieulles,12,Rozérieulles
rurange-les-thionville,22,Rurange-lès-Thionville
russange,8,Russange
rustroff,8,Rustroff
sailly-achatel,14,Sailly-Achâtel
saint-avold,11,Saint-Avold
saint-epvre,11,Saint-Epvre
saint-francois-lacroix,22,Saint-François-Lacroix
saint-georges,13,Saint-Georges
saint-hubert,12,Saint-Hubert
saint-jean-de-bassel,20,Saint-Jean-de-Bassel
saint-jean-kourtzerode,22,Saint-Jean-Kourtzerode
saint-jean-rohrbach,19,Saint-Jean-Rohrbach
saint-julien-les-metz,21,Saint-Julien-lès-Metz
saint-jure,10,Saint-Jure
saint-louis,11,Saint-Louis
saint-louis-les-bitche,22,Saint-Louis-lès-Bitche
saint-medard,12,Saint-Médard
saint-privat-la-montagne,24,Saint-Privat-la-Montagne
saint-quirin,12,Saint-Quirin
sainte-barbe,12,Sainte-Barbe
sainte-marie-aux-chenes,23,Sainte-Marie-aux-Chênes
sainte-ruffine,14,Sainte-Ruffine
salonnes,8,Salonnes
sanry-les-vigy,14,Sanry-lès-Vigy
sanry-sur-nied,14,Sanry-sur-Nied
sarralbe,8,Sarralbe
sarraltroff,11,Sarraltroff
sarrebourg,10,Sarrebourg
sarreguemines,13,Sarreguemines
sarreinsming,12,Sarreinsming
saulny,6,Saulny
schalbach,9,Schalbach
schmittviller,13,Schmittviller
schneckenbusch,14,Schneckenbusch
schoeneck,9,Schoeneck
schorbach,9,Schorbach
schwerdorff,11,Schwerdorff
schweyen,8,Schweyen
scy-chazelles,13,Scy-Chazelles
secourt,7,Secourt
seingbouse,10,Seingbouse
semecourt,9,Semécourt
seremange-erzange,17,Serémange-Erzange
servigny-les-raville,20,Servigny-lès-Raville
servigny-les-sainte-barbe,25,Servigny-lès-Sainte-Barbe
sierck-les-bains,16,Sierck-les-Bains
siersthal,9,Siersthal
sillegny,8,Sillegny
silly-en-saulnois,17,Silly-en-Saulnois
silly-sur-nied,14,Silly-sur-Nied
solgne,6,Solgne
sorbey,6,Sorbey
sotzeling,9,Sotzeling
soucht,6,Soucht
spicheren,9,Spicheren
stiring-wendel,14,Stiring-Wendel
stuckange,9,Stuckange
sturzelbronn,12,Sturzelbronn
suisse,6,Suisse
talange,7,Talange
tarquimpol,10,Tarquimpol
tenteling,9,Tenteling
terville,8,Terville
teterchen,9,Téterchen
teting-sur-nied,15,Teting-sur-Nied
theding,7,Théding
thicourt,8,Thicourt
thimonville,11,Thimonville
thionville,10,Thionville
thonville,9,Thonville
tincry,6,Tincry
torcheville,11,Torcheville
tragny,6,Tragny
tremery,7,Trémery
tressange,9,Tressange
tritteling-redlach,18,Tritteling-Redlach
troisfontaines,14,Troisfontaines
tromborn,8,Tromborn
turquestein-blancrupt,21,Turquestein-Blancrupt
uckange,7,Uckange
vahl-ebersing,13,Vahl-Ebersing
vahl-les-benestroff,19,Vahl-lès-Bénestroff
vahl-les-faulquemont,20,Vahl-lès-Faulquemont
val-de-bride,12,Val-de-Bride
vallerange,10,Vallerange
valmestroff,11,Valmestroff
valmont,7,Valmont
valmunster,10,Valmunster
vannecourt,10,Vannecourt
vantoux,7,Vantoux
vany,4,Vany
varize,6,Varize
varsberg,8,Varsberg
vasperviller,12,Vasperviller
vatimont,8,Vatimont
vaudreching,11,Vaudreching
vaux,4,Vaux
vaxy,4,Vaxy
veckersviller,13,Veckersviller
veckring,8,Veckring
velving,7,Velving
vergaville,10,Vergaville
verneville,10,Vernéville
verny,5,Verny
vescheim,8,Vescheim
vibersviller,12,Vibersviller
vic-sur-seille,14,Vic-sur-Seille
vieux-lixheim,13,Vieux-Lixheim
vigny,5,Vigny
vigy,4,Vigy
viller,6,Viller
villers-stoncourt,17,Villers-Stoncourt
villers-sur-nied,16,Villers-sur-Nied
villing,7,Villing
vilsberg,8,Vilsberg
vionville,9,Vionville
virming,7,Virming
vitry-sur-orne,14,Vitry-sur-Orne
vittersbourg,12,Vittersbourg
vittoncourt,11,Vittoncourt
viviers,7,Viviers
voelfling-les-bouzonville,25,Voelfling-lès-Bouzonville
voimhaut,8,Voimhaut
volmerange-les-boulay,21,Volmerange-lès-Boulay
volmerange-les-mines,20,Volmerange-les-Mines
volmunster,10,Volmunster
volstroff,9,Volstroff
voyer,5,Voyer
vry,3,Vry
vulmont,7,Vulmont
waldhouse,9,Waldhouse
waldweistroff,13,Waldweistroff
waldwisse,9,Waldwisse
walschbronn,11,Walschbronn
walscheid,9,Walscheid
waltembourg,11,Waltembourg
wiesviller,10,Wiesviller
willerwald,10,Willerwald
wintersbourg,12,Wintersbourg
wittring,8,Wittring
woelfling-les-sarreguemines,27,Woelfling-lès-Sarreguemines
woippy,6,Woippy
woustviller,11,Woustviller
wuisse,6,Wuisse
xanrey,6,Xanrey
xocourt,7,Xocourt
xouaxange,9,Xouaxange
yutz,4,Yutz
zarbeling,9,Zarbeling
zetting,7,Zetting
zilling,7,Zilling
zimming,7,Zimming
zommange,8,Zommange
zoufftgen,9,Zoufftgen
achun,5,Achun
alligny-cosne,13,Alligny-Cosne
alligny-en-morvan,17,Alligny-en-Morvan
alluy,5,Alluy
amazy,5,Amazy
anlezy,6,Anlezy
annay,5,Annay
anthien,7,Anthien
arbourse,8,Arbourse
arleuf,6,Arleuf
armes,5,Armes
arquian,7,Arquian
arthel,6,Arthel
arzembouy,9,Arzembouy
asnan,5,Asnan
asnois,6,Asnois
aunay-en-bazois,15,Aunay-en-Bazois
authiou,7,Authiou
avree,5,Avrée
avril-sur-loire,15,Avril-sur-Loire
azy-le-vif,10,Azy-le-Vif
balleray,8,Balleray
bazoches,8,Bazoches
bazolles,8,Bazolles
beard,5,Béard
beaulieu,8,Beaulieu
beaumont-la-ferriere,20,Beaumont-la-Ferrière
beaumont-sardolles,18,Beaumont-Sardolles
beuvron,7,Beuvron
biches,6,Biches
billy-chevannes,15,Billy-Chevannes
billy-sur-oisy,14,Billy-sur-Oisy
bitry,5,Bitry
blismes,7,Blismes
bona,4,Bona
bouhy,5,Bouhy
brassy,6,Brassy
breugnon,8,Breugnon
breves,6,Brèves
brinay,6,Brinay
brinon-sur-beuvron,18,Brinon-sur-Beuvron
bulcy,5,Bulcy
bussy-la-pesle,14,Bussy-la-Pesle
cercy-la-tour,13,Cercy-la-Tour
cervon,6,Cervon
cessy-les-bois,14,Cessy-les-Bois
chalaux,7,Chalaux
challement,10,Challement
challuy,7,Challuy
champallement,13,Champallement
champlemy,9,Champlemy
champlin,8,Champlin
champvert,9,Champvert
champvoux,9,Champvoux
chantenay-saint-imbert,22,Chantenay-Saint-Imbert
charrin,7,Charrin
chasnay,7,Chasnay
chateau-chinon-(campagne),25,"Château-Chinon (Campagne)"
chateau-chinon-(ville),22,"Château-Chinon (Ville)"
chateauneuf-val-de-bargis,25,Châteauneuf-Val-de-Bargis
chatillon-en-bazois,19,Châtillon-en-Bazois
chatin,6,Châtin
chaulgnes,9,Chaulgnes
chaumard,8,Chaumard
chaumot,7,Chaumot
chazeuil,8,Chazeuil
chevannes-changy,16,Chevannes-Changy
chevenon,8,Chevenon
chevroches,10,Chevroches
chiddes,7,Chiddes
chitry-les-mines,16,Chitry-les-Mines
chougny,7,Chougny
ciez,4,Ciez
cizely,6,Cizely
clamecy,7,Clamecy
colmery,7,Colméry
corancy,7,Corancy
corbigny,8,Corbigny
corvol-d-embernard,18,Corvol-d'Embernard
corvol-l-orgueilleux,20,Corvol-l'Orgueilleux
cosne-cours-sur-loire,21,Cosne-Cours-sur-Loire
cossaye,7,Cossaye
coulanges-les-nevers,20,Coulanges-lès-Nevers
couloutre,9,Couloutre
courcelles,10,Courcelles
crux-la-ville,13,Crux-la-Ville
cuncy-les-varzy,15,Cuncy-lès-Varzy
dampierre-sous-bouhy,20,Dampierre-sous-Bouhy
decize,6,Decize
devay,5,Devay
diennes-aubigny,15,Diennes-Aubigny
dirol,5,Dirol
dommartin,9,Dommartin
dompierre-sur-hery,18,Dompierre-sur-Héry
dompierre-sur-nievre,20,Dompierre-sur-Nièvre
donzy,5,Donzy
dornecy,7,Dornecy
dornes,6,Dornes
druy-parigny,12,Druy-Parigny
dun-les-places,14,Dun-les-Places
dun-sur-grandry,15,Dun-sur-Grandry
empury,6,Empury
entrains-sur-nohain,19,Entrains-sur-Nohain
epiry,5,Epiry
fachin,6,Fâchin
fertreve,8,Fertrève
flety,5,Fléty
fleury-sur-loire,16,Fleury-sur-Loire
flez-cuzy,9,Flez-Cuzy
fourchambault,13,Fourchambault
fours,5,Fours
frasnay-reugny,14,Frasnay-Reugny
gacogne,7,Gâcogne
garchizy,8,Garchizy
garchy,6,Garchy
germenay,8,Germenay
germigny-sur-loire,18,Germigny-sur-Loire
gien-sur-cure,13,Gien-sur-Cure
gimouille,9,Gimouille
giry,4,Giry
glux-en-glenne,14,Glux-en-Glenne
gouloux,7,Gouloux
grenois,7,Grenois
guerigny,8,Guérigny
guipy,5,Guipy
hery,4,Héry
imphy,5,Imphy
isenay,6,Isenay
jailly,6,Jailly
la-celle-sur-loire,18,"La Celle-sur-Loire"
la-celle-sur-nievre,19,"La Celle-sur-Nièvre"
la-chapelle-saint-andre,23,"La Chapelle-Saint-André"
la-charite-sur-loire,20,"La Charité-sur-Loire"
la-collancelle,14,"La Collancelle"
