rewrite,gentile_f_ville,nbre_car
billyssoise,Billyssoise,11
biozatoise,Biozatoise,10
bizeneuilloise,Bizeneuilloise,14
blomardaise,Blomardaise,11
bostoise,Bostoise,8
bourbonnaise,Bourbonnaise,12
braizoise,Braizoise,9
bransatoise,Bransatoise,11
brenaissoise,Brénaissoise,12
bressolloise,Bressolloise,12
brout-vernetoise,Broût-Vernetoise,16
brugheassoise,Brugheassoise,13
bussetoise,Bussétoise,10
buxieroise,Buxiéroise,10
cerilloise,Cérilloise,10
cessetoise,Cessetoise,10
chamberatoise,Chambératoise,13
chambletoise,Chambletoise,12
chantelloise,Chantelloise,12
chapeautoise,Chapeautoise,12
chappoise,Chappoise,9
chareilloise,Chareilloise,12
charmeilloise,Charmeilloise,13
charmoise,Charmoise,9
charloise,Charloise,9
chassenardaise,Chassenardaise,14
castelmontbelloise,Castelmontbelloise,18
casteldeneuvroise,Casteldeneuvroise,17
chateloise,Châteloise,10
chatelperronaise,Châtelperronaise,16
castellucienne,Castellucienne,14
chatillonnoise,Châtillonnoise,14
chavenonnaise,Chavenonnaise,13
chavrochoise,Chavrochoise,12
chemillyssoise,Chemillyssoise,14
chevagnoise,Chevagnoise,11
chezelloise,Chezelloise,11
chezissoise,Chezissoise,11
chiratoise,Chiratoise,10
calvinienne,Calvinienne,11
cindreenne,Cindréenne,10
cognatoise,Cognatoise,10
colombarienne,Colombarienne,13
commentryenne,Commentryenne,13
contignyssoise,Contignyssoise,14
cosnoise,Cosnoise,8
coulandonnaise,Coulandonnaise,14
coulangeoise,Coulangeoise,12
couleuvroise,Couleuvroise,12
courcillotte,Courcillotte,12
sabotier,Sabotier,8
couzonnaise,Couzonnaise,11
crechyssoise,Créchyssoise,12
cressangeoise,Cressangeoise,13
creuzieroise,Creuziéroise,12
creuzieroise,Creuziéroise,12
cussetoise,Cussetoise,10
deneuilloise,Deneuilloise,12
deneuilloise,Deneuilloise,12
biachette,Biachette,9
deux-chaisoise,Deux-Chaisoise,14
diouxoise,Diouxoise,9
domeratoise,Domératoise,11
dompierroise,Dompierroise,12
doyetoise,Doyetoise,9
droituriere,Droiturière,11
fiolante,Fiolante,8
echassieroise,Echassiéroise,13
escurolloise,Escurolloise,12
espinassoise,Espinassoise,12
estivareilloise,Estivareilloise,15
etroussatoise,Etroussatoise,13
farreraude,Farréraude,10
fleurieloise,Fleuriéloise,12
fourilloise,Fourilloise,11
franchessoise,Franchessoise,13
gannatoise,Gannatoise,10
gannaytoise,Gannaytoise,11
garnatoise,Garnatoise,10
gennetinoise,Gennetinoise,12
gipcycroise,Gipcycroise,11
givarlaisienne,Givarlaisienne,14
gouisarde,Gouisarde,9
hauterivoise,Hauterivoise,12
herissonnaise,Hérissonnaise,13
hurieloise,Huriéloise,10
hydoise,Hydoise,7
isloise,Isloise,7
isserpentoise,Isserpentoise,13
jalignoise,Jalignoise,10
jenzatoise,Jenzatoise,10
celloise,Celloise,8
chabannaise,Chabannaise,11
chapelaudoise,Chapelaudoise,13
chapeloise,Chapeloise,10
ferteenne,Fertéenne,9
guillermiaude,Guillermiaude,13
marchoise,Marchoise,9
lafelinoise,Lafélinoise,11
lalizolloise,Lalizolloise,12
lamaisienne,Lamaisienne,11
lapalissoise,Lapalissoise,12
prugnarde,Prugnarde,9
lavaultoise,Lavaultoise,11
lavoinaise,Lavoinaise,10
brethonnoise,Brethonnoise,12
breuilloise,Breuilloise,11
donjonnaise,Donjonnaise,11
mayetoise,Mayétoise,9
mayetoise,Mayetoise,9
montetoise,Montetoise,10
pinoise,Pinoise,7
theilloise,Theilloise,10
vernetoise,Vernétoise,10
veurdroise,Veurdroise,10
lenaxoise,Lenaxoise,9
liernollaise,Liernollaise,12
lignerollaise,Lignerollaise,13
limoisienne,Limoisienne,11
loddoise,Loddoise,8
lorigeoise,Lorigeoise,10
louchyssoise,Louchyssoise,12
lurobelnacienne,Lurobelnacienne,15
lourousienne,Lourousienne,12
lourousienne,Lourousienne,12
lunettoise,Lunettoise,10
lurcyquoise,Lurcyquoise,11
lusignoise,Lusignoise,10
magnetoise,Magnétoise,10
mailletoise,Mailletoise,11
malicornoise,Malicornoise,12
marcenatoise,Marcenatoise,12
marcillatoise,Marcillatoise,13
marignissoise,Marignissoise,13
mariolaise,Mariolaise,10
mazeroise,Mazeroise,9
maziratoise,Maziratoise,11
meaulnoise,Meaulnoise,10
meilleroise,Meilleroise,11
mercycoise,Mercycoise,10
mesploise,Mesploise,9
molinetoise,Molinetoise,11
molloise,Molloise,8
monestiere,Monestière,10
monetoise,Monétoise,9
montacutine,Montacutine,11
montbeunoise,Montbeunoise,12
montcombrouxoise,Montcombrouxoise,16
monteignetoise,Monteignétoise,14
montillyssoise,Montillyssoise,14
montluconnaise,Montluçonnaise,14
montmaraultoise,Montmaraultoise,15
montoldroise,Montoldroise,12
montoroise,Montoroise,10
montvicquoise,Montvicquoise,13
moulinoise,Moulinoise,10
murataise,Murataise,9
nadoise,Nadoise,7
nassignacienne,Nassignacienne,14
navoise,Navoise,7
nerisienne,Nérisienne,10
neuillyssoise,Neuillyssoise,13
neuillyssoise,Neuillyssoise,13
neuroise,Neuroise,8
neuvyssoise,Neuvyssoise,11
nizerolloise,Nizerolloise,12
noyantaise,Noyantaise,10
paraysienne,Paraysienne,11
parodienne,Parodienne,10
pierrefittoise,Pierrefittoise,14
poezatoise,Poezatoise,10
pouzyquoise,Pouzyquoise,11
premilhatoise,Premilhatoise,13
quinssainoise,Quinssainoise,13
rocloise,Rocloise,8
rongeroise,Rongéroise,10
ronnetoise,Ronnetoise,10
saint-angeloise,Saint-Angéloise,15
saint-aubinoise,Saint-Aubinoise,15
saint-bonnitaine,Saint-Bonnitaine,16
saint-bonnetoise,Saint-Bonnétoise,16
saint-christophoise,Saint-Christophoise,19
saint-clementoise,Saint-Clémentoise,17
didieroise,Didieroise,10
saint-dideroise,Saint-Didéroise,15
saint-fargeolaise,Saint-Fargeolaise,17
saint-felicienne,Saint-Félicienne,16
saint-genestoise,Saint-Genestoise,16
saint-gerandaise,Saint-Gérandaise,16
saint-gerandaise,Saint-Gérandaise,16
saint-germanoise,Saint-Germanoise,16
saint-hilaroise,Saint-Hilaroise,15
leodegarienne,Léodégarienne,13
saint-leonnaise,Saint-Léonnaise,15
augyssoise,Augyssoise,10
loupiote,Loupiote,8
saint-marcellaise,Saint-Marcellaise,17
martinusienne,Martinusienne,13
menulphienne,Ménulphienne,12
saint-nicolavoise,Saint-Nicolavoise,17
saint-plaisiroise,Saint-Plaisiroise,17
saint-pourcinoise,Saint-Pourcinoise,17
saint-pourcinoise,Saint-Pourcinoise,17
saint-priestaine,Saint-Priestaine,16
saint-remoise,Saint-Rémoise,13
saint-sorninoise,Saint-Sorninoise,16
saint-victorienne,Saint-Victorienne,17
saint-voirienne,Saint-Voirienne,15
saint-yorraise,Saint-Yorraise,14
saint-therencoise,Saint-Thérençoise,17
salignoise,Salignoise,10
sanssatoise,Sanssatoise,11
saulcetoise,Saulcétoise,11
saulzetoise,Saulzetoise,11
sauvagnienne,Sauvagnienne,12
sazeretoise,Sazeretoise,11
serbannaise,Serbannaise,11
seuilletoise,Seuillétoise,12
sorbieroise,Sorbiéroise,11
souvignyssoise,Souvignyssoise,14
sussatoise,Sussatoise,10
targetoise,Targetoise,10
senatoise,Senatoise,9
teilletoise,Teilletoise,11
terjatoise,Terjatoise,10
theneuilloise,Théneuilloise,13
thieloise,Thiéloise,9
thionnoise,Thionnoise,10
tortezienne,Tortezienne,11
toulonnaise,Toulonnaise,11
trebanaise,Trébanaise,10
treignacoise,Treignacoise,12
treteautoise,Tréteautoise,12
trevoloise,Trévoloise,10
trezelloise,Trézelloise,11
trongetoise,Trongétoise,11
urcayaise,Urçayaise,9
usseloise,Usseloise,9
valignatoise,Valignatoise,12
valignoise,Valignoise,10
vallonnaise,Vallonnaise,11
varennoise,Varennoise,10
varennoise,Varennoise,10
vaumasienne,Vaumasienne,11
vaudoise,Vaudoise,8
veaucienne,Veaucienne,10
vendatoise,Vendatoise,10
verneixoise,Verneixoise,11
verneuilloise,Verneuilloise,13
vernussoise,Vernussoise,11
vichyssoise,Vichyssoise,11
vicoise,Vicoise,7
vieuroise,Vieuroise,9
villebretoise,Villebretoise,13
villefranchoise,Villefranchoise,15
villeneuvoise,Villeneuvoise,13
viplaisienne,Viplaisienne,12
vitrayaise,Vitrayaise,10
voussacoise,Voussacoise,11
ygrandaise,Ygrandaise,10
yzeurienne,Yzeurienne,10
aiglunaise,Aiglunaise,10
allemagnienne,Allemagnienne,13
allonsaise,Allonsaise,10
allossarde,Allossarde,10
annotaine,Annotaine,9
archailoise,Archailoise,11
albascecoise,Albascecoise,12
aubignoscaise,Aubignoscaise,13
authoniere,Authonière,10
auzetane,Auzetane,8
banonaise,Banonaise,9
barcelonnette,Barcelonnette,13
barlatane,Barlatane,9
barrasienne,Barrasienne,11
barremoise,Barrêmoise,10
bayonnaise,Bayonnaise,10
beaujolaise,Beaujolaise,11
belvezienne,Belvezienne,11
bellaffairoise,Bellaffairoise,14
bevonnaise,Bevonnaise,10
beynoise,Beynoise,8
blieuxienne,Blieuxienne,11
bras-d-assienne,Bras-d'Assienne,15
brauxoise,Brauxoise,9
brunetoise,Brunetoise,10
castellanaise,Castellanaise,13
castelaine,Castelaine,10
cerestaine,Cérestaine,10
champterciercienne,Champterciercienne,18
jarlandine,Jarlandine,10
castelfortoise,Castelfortoise,14
castelnovine,Castelnovine,12
chabannaise,Chabannaise,11
chateauredonnaise,Chateauredonnaise,17
norantaise,Norantaise,10
clamensanaise,Clamensanaise,13
claretiere,Claretière,10
clumancaise,Clumancaise,11
colmarsienne,Colmarsienne,12
corbieraine,Corbiéraine,11
crussienne,Crussienne,10
curbannaise,Curbannaise,11
curelaise,Curelaise,9
dauphinoise,Dauphinoise,11
demandolxienne,Demandolxienne,14
dignoise,Dignoise,8
draixoise,Draixoise,9
enchastrayenne,Enchastrayenne,14
entrageoise,Entrageoise,11
interpetrasienne,Interpétrasienne,16
entrevalaise,Entrevalaise,12
entrevennoise,Entrevennoise,13
esparronnaise,Esparronnaise,13
estoublonaise,Estoublonaise,13
fauconnaise,Fauconnaise,11
fauconniere,Fauconnière,11
fontiennoise,Fontiennoise,12
forcalquierenne,Forcalquiérenne,15
ganagobienne,Ganagobienne,12
gigordone,Gigordone,9
gryselienne,Grysélienne,11
duyenne,Duyenne,7
jausieroise,Jausieroise,11
escalaise,Escalaise,9
hospitalienne,Hospitalienne,13
breolaise,Bréolaise,9
brillannaise,Brillannaise,12
condaminoise,Condaminoise,12
gardoise,Gardoise,8
javidoise,Javidoise,9
mottoise,Mottoise,8
murencque,Murencque,9
paluarde,Paluarde,8
robinoise,Robinoise,9
rochegironaise,Rochegironaise,14
rochettoise,Rochettoise,11
lambruissienne,Lambruissienne,14
larchoise,Larchoise,9
lardierane,Lardiérane,10
brusquetaise,Brusquetaise,12
cairoise,Cairoise,8
castellardienne,Castellardienne,15
castelliane,Castelliane,11
chaffaudiere,Chaffaudière,12
fugeretoise,Fugeretoise,11
lauzetane,Lauzetane,9
vernetoise,Vernetoise,10
meenne,Méenne,6
omergoise,Omergoise,9
thuiloise,Thuiloise,9
limanaise,Limanaise,9
lursienne,Lursienne,9
malejactoise,Malejactoise,12
malijaienne,Malijaienne,11
fougassaise,Fougassaise,11
mallemoissonnoise,Mallemoissonnoise,17
manaraine,Manaraine,9
manosquine,Manosquine,10
marcousienne,Marcousienne,12
meaillaise,Méaillaise,10
melveine,Melvéine,8
meovellane,Méovellane,10
meyronnoise,Meyronnoise,11
mezelienne,Mézelienne,10
mirabelloise,Mirabelloise,12
misonnaise,Misonnaise,10
montagnacaise,Montagnacaise,13
clarimontoise,Clarimontoise,13
montfortaine,Montfortaine,12
montfuronnaise,Montfuronnaise,14
montjustinienne,Montjustinienne,15
moularine,Moularine,9
salimontaine,Salimontaine,12
moriezoise,Moriézoise,10
moustieraine,Moustiéraine,12
nibloise,Nibloise,8
niozellenne,Niozellenne,11
nucetoise,Nucetoise,9
ongloise,Ongloise,8
oppedetoise,Oppedetoise,11
oraisonnaise,Oraisonnaise,12
peipinoise,Peipinoise,10
peyroulienne,Peyroulienne,12
peyruisienne,Peyruisienne,12
piegutaise,Piégutaise,10
pierrerurienne,Pierrerurienne,14
pierreverdante,Pierreverdante,14
pontisoise,Pontisoise,10
pradine,Pradine,7
puimichelienne,Puimichelienne,14
puimoissonnaise,Puimoissonnaise,15
quinsonnaise,Quinsonnaise,12
redortierine,Redortiérine,12
reillannaise,Reillannaise,12
revestaine,Revestaine,10
revestoise,Revestoise,10
revestoise,Revestoise,10
reienne,Réienne,7
rougonnaise,Rougonnaise,11
roumouline,Roumouline,10
saint-andreenne,Saint-Andréenne,15
saint-benoitienne,Saint-Benoitienne,17
stephanoise,Stéphanoise,11
saint-genaise,Saint-Genaise,13
saint-jacquoise,Saint-Jacquoise,15
saint-janenne,Saint-Janenne,13
saint-juliennaise,Saint-Juliennaise,17
pelugne,Pelugne,7
saint-jursienne,Saint-Jursienne,15
saint-laurennaise,Saint-Laurennaise,17
saint-lionnaise,Saint-Lionnaise,15
saint-maimoise,Saint-Maimoise,14
saint-martinome,Saint-Martinôme,15
saint-martinoise,Saint-Martinoise,16
saint-marteyne,Saint-Marteyne,14
saint-micheloise,Saint-Micheloise,16
saint-pauloise,Saint-Pauloise,14
pangauniere,Pangaunière,11
saint-vincentaise,Saint-Vincentaise,17
saint-croisienne,Saint-Croisienne,16
saint-cruxienne,Saint-Cruxienne,15
tullesaine,Tullésaine,10
salignacaise,Salignacaise,12
saumanine,Saumanine,9
saussoise,Saussoise,9
selonnoise,Selonnoise,10
senezienne,Sénezienne,10
seynoise,Seynoise,8
sigoncoise,Sigonçoise,10
simianaise,Simianaise,10
sisteronaise,Sisteronaise,12
soleilhanaise,Soleilhanaise,13
sourriboise,Sourriboise,11
tartonnaise,Tartonnaise,11
thezoise,Thézoise,8
thoardaise,Thoardaise,10
thoramiane,Thoramiane,10
thoramienne,Thoramienne,11
turrieroise,Turriéroise,11
ubrayenne,Ubrayenne,9
uvernetaise,Uvernetaise,11
vacheroise,Vacheroise,10
chalvagnarde,Chalvagnarde,12
valavoiraise,Valavoiraise,12
valbelloise,Valbelloise,11
valensolaise,Valensolaise,12
valernoise,Valernoise,10
vaumeilhoise,Vaumeilhoise,12
venterolaise,Venterolaise,12
verdachoise,Verdachoise,11
vergonaise,Vergonaise,10
villarsaise,Villarsaise,11
villemusienne,Villemusienne,13
villeneuvoise,Villeneuvoise,13
volonnaise,Volonnaise,10
volxienne,Volxienne,9
abriessoise,Abriessoise,11
aiguillonne,Aiguillonne,11
ancelloise,Ancelloise,10
antonavienne,Antonavienne,12
arvidante,Arvidante,9
asperamontaise,Aspéramontaise,14
asprionne,Asprionne,9
asprienne,Asprienne,9
avanconnaise,Avançonnaise,12
baratonne,Baratonne,9
barcillonnettoise,Barcillonnettoise,17
barretiere,Barretière,10
brezieroise,Breziéroise,11
brianconnaise,Briançonnaise,13
bruissarde,Bruissarde,10
buissardine,Buissardine,11
ceillaquine,Ceillaquine,11
cerveyraine,Cerveyraine,11
chabestanaise,Chabestanaise,13
chabottine,Chabottine,10
champcellouire,Champcellouire,14
champolearde,Champoléarde,12
chanoussienne,Chanoussienne,13
chateauroussine,Chateauroussine,15
chateauviarde,Châteauviarde,13
chauffayronne,Chauffayronne,13
caturige,Caturige,8
cretorine,Cretorine,9
embrunaise,Embrunaise,10
esparronnaise,Esparronnaise,13
fouillousarde,Fouillousarde,13
freissinieroise,Freissiniéroise,15
gapencaise,Gapençaise,10
guillestrine,Guillestrine,12
jarjayaise,Jarjayaise,10
argentieroise,Argentiéroise,13
epinoise,Epinoise,8
bastidonne,Bastidonne,10
beaumoise,Beaumoise,9
chapelline,Chapelline,10
faurione,Faurione,8
freissinousienne,Freissinousienne,16
graverote,Graverote,9
moutine,Moutine,7
rochonaise,Rochonaise,10
rochoise,Rochoise,8
salatie,Salatie,7
saulcetiere,Saulcetière,11
lagrandaise,Lagrandaise,11
laragnaise,Laragnaise,10
lardierienne,Lardiérienne,12
layarde,Layarde,7
lazeroise,Lazeroise,9
bersacaise,Bersacaise,10
glaizialonne,Glaizialonne,12
monetierine,Monetièrine,11
noyerone,Noyerone,8
poetaine,Poëtaine,8
saixoise,Saixoise,8
costine,Costine,7
orriane,Orriane,7
vignolaine,Vignolaine,10
lettretienne,Lettretienne,12
manteyarde,Manteyarde,10
mereuillaise,Méreuillaise,12
molinoise,Molinoise,9
monetiarde,Monêtiarde,10
mont-dauphinoise,Mont-Dauphinoise,16
montbrandiere,Montbrandière,13
montclusienne,Montclusienne,13
montgardinoise,Montgardinoise,14
genevremontaine,Genèvremontaine,15
montjayaise,Montjayaise,11
neffoise,Neffoise,8
nevachaise,Névachaise,10
orcatuse,Orcatuse,8
orpierroise,Orpierroise,11
ozoise,Ozoise,6
pelleautiarde,Pelleautiarde,13
pelvousienne,Pelvousienne,12
prunieroise,Pruniéroise,11
traversouille,Traversouille,13
puysatine,Puysatine,9
raboutine,Raboutine,9
reallonnaise,Réallonnaise,12
remollonaise,Remollonaise,12
ribeyretiere,Ribeyretière,12
ribieroise,Ribiéroise,10
risouline,Risouline,9
ristoline,Ristoline,9
rochebrunoise,Rochebrunoise,13
rosanaise,Rosanaise,9
roussetiere,Roussetière,11
saint-bonnetiere,Saint-Bonnetière,16
chaffreline,Chaffreline,11
saint-firminoise,Saint-Firminoise,16
fossipontaise,Fossipontaise,13
san-lagirone,San-Lagirone,12
saint-verannaise,Saint-Vérannaise,16
saleranaise,Saleranaise,11
savinoise,Savinoise,9
savournonaise,Savournonaise,13
serroise,Serroise,8
sigoyarde,Sigoyarde,9
sorbierine,Sorbierine,10
tallardienne,Tallardienne,12
trescleousienne,Trescléousienne,15
upaixoise,Upaixoise,9
prayenne,Prayenne,8
vallouisienne,Vallouisienne,13
valserroise,Valserroise,11
varsincque,Varsincque,10
ventavonnaise,Ventavonnaise,13
veynoise,Veynoise,8
faranchine,Faranchine,10
viaran,Viaran,6
vitrollaise,Vitrollaise,11
aiglenoise,Aiglenoise,10
amiratoise,Amiratoise,10
andonnaise,Andonnaise,10
antiboise,Antiboise,9
ascrossoise,Ascrossoise,11
aspremontoise,Aspremontoise,13
auribeloise,Auribéloise,11
auvaroise,Auvaroise,9
bairoloise,Bairoloise,10
berlugane,Berlugane,9
beausoleilloise,Beausoleilloise,15
belvederoise,Belvederoise,12
bendejunoise,Bendejunoise,12
berroise,Berroise,8
beuilloise,Beuilloise,10
bezaudinoise,Bézaudinoise,12
biotoise,Biotoise,8
blausascoise,Blausascoise,12
bonsonnoise,Bonsonnoise,11
bouyonnaise,Bouyonnaise,11
breilloise,Breilloise,10
brianconnoise,Briançonnoise,13
cabrienne,Cabrienne,9
cagnoise,Cagnoise,8
cailloise,Cailloise,9
cannoise,Cannoise,8
cantaronnaise,Cantaronnaise,13
cap-d-ailloise,Cap-d'Ailloise,14
carrossoise,Carrossoise,11
castanerenque,Castanérenque,13
castellaroise,Castellaroise,13
castillonnaise,Castillonnaise,14
caussoloise,Caussoloise,11
castelnovienne,Castelnovienne,14
chateauneuvoise,Chateauneuvoise,15
madounencque,Madounencque,12
cipieroise,Cipièroise,10
clansoise,Clansoise,9
coarazienne,Coarazienne,11
collonguoise,Collonguoise,12
colomarsoise,Colomarsoise,12
consegudoise,Conségudoise,12
contoise,Contoise,8
courmoise,Courmoise,9
coursegouloise,Coursegouloise,14
cuebroise,Cuebroise,9
daluisienne,Daluisienne,11
drapoise,Drapoise,8
duranussienne,Duranussienne,13
entraunoise,Entraunoise,11
escragnolloise,Escragnolloise,14
ezasque,Ezasque,7
faliconnaise,Faliconnaise,12
fontanaise,Fontanaise,10
garcinoise,Garcinoise,10
gattieroise,Gattieroise,11
gilettoise,Gilettoise,10
gorbarine,Gorbarine,9
gourdonnaise,Gourdonnaise,12
grassoise,Grassoise,9
greoloise,Gréoloise,9
guillaumoise,Guillaumoise,12
ilonsoise,Ilonsoise,9
isolienne,Isolienne,9
escarenoise,Escarénoise,11
bollenoise,Bollénoise,10
brigasque,Brigasque,9
colloise,Colloise,8
crucienne,Crucienne,9
gaudoise,Gaudoise,8
pennoise,Pennoise,8
roquettane,Roquettane,10
roquettane,Roquettane,10
tourriere,Tourrière,9
trinitaire,Trinitaire,10
turbiasque,Turbiasque,10
lantosquoise,Lantosquoise,12
aubarnoise,Aubarnoise,10
brocoise,Brocoise,8
cannetane,Cannetane,9
massoise,Massoise,8
rouretane,Rourétane,9
tignetane,Tignetane,9
ferroise,Ferroise,8
mujouloise,Mujouloise,10
levensoise,Levensoise,10
lieuchoise,Lieuchoise,10
luceramoise,Lucéramoise,11
malaussenoise,Malaussénoise,13
mandolocienne,Mandolocienne,13
mariole,Mariole,7
massoinque,Massoinque,10
mentonnaise,Mentonnaise,11
mouansoise,Mouansoise,10
mouginoise,Mouginoise,10
moulinoise,Moulinoise,10
nicoise,Niçoise,7
opidienne,Opidienne,9
pegomassoise,Pégomassoise,12
peilloise,Peilloise,9
peillonnaise,Peillonnaise,12
peonienne,Péonienne,9
peymeinadoise,Peymeinadoise,13
pierlasoise,Pierlasoise,11
pierrefeutine,Pierrefeutine,13
rostagnoise,Rostagnoise,11
pugetaise,Pugétaise,9
revestoise,Revestoise,10
rigaudoise,Rigaudoise,10
rimplassoise,Rimplassoise,12
roquebillieroise,Roquebillièroise,16
roquebrunoise,Roquebrunoise,13
roquefortoise,Roquefortoise,13
roqueroise,Roqueroise,10
roqueroise,Roqueroise,10
roubionnaise,Roubionnaise,12
rouroise,Rouroise,8
saint-andreenne,Saint-Andréenne,15
santantoninoise,Santantoninoise,15
saint-aubanaise,Saint-Aubanaise,15
saint-blaisoise,Saint-Blaisoise,15
saint-cezarienne,Saint-Cézarienne,16
sandalmassienne,Sandalmassienne,15
stephanoise,Stéphanoise,11
saint-jeannoise,Saint-Jeannoise,15
saint-jeannoise,Saint-Jeannoise,15
laurentine,Laurentine,10
saint-legeoise,Saint-Légeoise,14
saint-martinoise,Saint-Martinoise,16
saint-martinoise,Saint-Martinoise,16
saint-martinoise,Saint-Martinoise,16
saint-pauloise,Saint-Pauloise,14
sansavornine,Sansavornine,12
valleroise,Valleroise,10
agnesoise,Agnésoise,9
sallagriffonnaise,Sallagriffonnaise,17
saorgienne,Saorgienne,10
sauzoise,Sauzoise,8
seranonnaise,Séranonnaise,12
sigaloise,Sigaloise,9
sospelloise,Sospelloise,11
speracedoise,Spéracèdoise,12
tendasque,Tendasque,9
theoulienne,Théoulienne,11
thieroise,Thiéroise,9
toudonnaise,Toudonnaise,11
touetoise,Touetoise,9
touetoise,Touëtoise,9
tourettane,Tourettane,10
tournefortoise,Tournefortoise,14
tourrettane,Tourrettane,11
tourrettane,Tourrettane,11
utelloise,Utelloise,9
valbonnaise,Valbonnaise,11
valdebloroise,Valdebloroise,13
valderouroise,Valderouroise,13
vallaurienne,Vallaurienne,12
venansonnoise,Venansonnoise,13
vencoise,Vençoise,8
villaroise,Villaroise,10
villefranchoise,Villefranchoise,15
villeneuvoise,Villeneuvoise,13
villeneuvoise,Villeneuvoise,13
acconnaise,Acconnaise,10
ailhonnaise,Ailhonnaise,11
aizacoise,Aizacoise,9
ajouxoise,Ajouxoise,9
albaine,Albaine,7
albonnaise,Albonnaise,10
alboussieroise,Alboussiéroise,14
alissaine,Alissaine,9
andancoise,Andançoise,10
annoneenne,Annonéenne,10
antraiguaine,Antraiguaine,12
arcensoise,Arcensoise,10
ardoisienne,Ardoisienne,11
arleboscoise,Arleboscoise,12
arrageoise,Arrageoise,10
asperjocoise,Asperjocoise,12
astenienne,Asténienne,10
albenassienne,Albenassienne,13
aubignassienne,Aubignassienne,14
baixoise,Baixoise,8
balazucaine,Balazucaine,11
bannarde,Bannarde,8
barnassienne,Barnassienne,12
beauchastelloise,Beauchastelloise,16
belliloquoise,Belliloquoise,13
beaumontoise,Beaumontoise,12
beauvenaise,Beauvenaise,11
berzemoise,Berzemoise,10
bessassoise,Bessassoise,11
bidonaise,Bidonaise,9
